nr conseq;nr org;bloque;periodo;camara;charact;char2;evento;fotos;lat;long;dia;mes;ano;hora.ini;hora.fin;duracion;action;species;activity;number of animals;confidence;dieta;tamano
739;3574;B05;P2;IS03;sF;sF2;IS03_E42;3;5,5304;-61,0949;3;2;2016;20:08:55;20:08:57;00:00:02;MP;T.tetradactyla;passing;2;5;insect;mediano
669;3425;B03;P2;LEE04;Bf;Bf;LEE04_E21;12;5,5292;-61,056;11;1;2016;12:15:22;12:15:50;00:00:28;MP;M.gouazoubira;passing;1;3;herb;grande
643;3451;B04;P2;IS01;b0;b01;IS01_E16;1;5,5622;-61,1852;21;1;2016;13:32:18;13:32:18;00:00:00;MP;D.leporina;passing;1;5;herb;mediano
742;6394;B05;P3;LEE01;sF;sF2;LEE01_E2;15;5,5009;-61,0827;7;2;2016;22:16:03;22:16:27;00:00:24;MP;C.paca;passing;1;5;herb;mediano
743;6398;B05;P3;LEE01;sF;sF2;LEE01_E6;15;5,5009;-61,0827;14;2;2016;04:31:02;04:31:26;00:00:24;MP;C.paca;passing;1;5;herb;mediano
744;6404;B05;P3;LEE01;sF;sF2;LEE01_E12;12;5,5009;-61,0827;25;2;2016;23:37:26;23:38:14;00:00:48;MP;C.paca;passing;1;5;herb;mediano
745;7856;B06;P3;LEE05;SF;SF;LEE05_E2;9;5,498;-61,1461;2;2;2016;19:51:02;19:51:30;00:00:28;MP;C.paca;passing;1;5;herb;mediano
746;7863;B06;P3;LEE05;SF;SF;LEE05_E9;6;5,498;-61,1461;21;2;2016;04:49:38;04:50:26;00:00:48;MP;C.paca;passing;1;5;herb;mediano
747;7864;B06;P3;LEE05;SF;SF;LEE05_E10;12;5,498;-61,1461;24;2;2016;23:15:08;23:15:24;00:00:16;MP;C.paca;passing;1;5;herb;mediano
748;7865;B06;P3;LEE05;SF;SF;LEE05_E11;12;5,498;-61,1461;27;2;2016;18:20:33;18:20:48;00:00:15;MP;C.paca;passing;2;5;herb;mediano
749;7866;B06;P3;LEE05;SF;SF;LEE05_E12;6;5,498;-61,1461;28;2;2016;04:26:09;04:26:16;00:00:07;MP;C.paca;passing;1;5;herb;mediano
750;5972;B05;P3;IS17;s0;s01;IS17_E69;3;5,471;-61,095;6;2;2016;00:05:51;00:05:52;00:00:01;MP;C.thous;passing;1;5;omniv;mediano
751;5973;B05;P3;IS17;s0;s01;IS17_E70;6;5,471;-61,095;6;2;2016;00:14:05;00:14:17;00:00:12;MP;C.thous;passing;1;5;omniv;mediano
752;6191;B05;P3;IS17;s0;s01;IS17_E288;3;5,471;-61,095;15;2;2016;23:22:57;23:22:58;00:00:01;MP;C.thous;passing;1;5;omniv;mediano
753;6356;B05;P3;IS17;s0;s01;IS17_E453;3;5,471;-61,095;19;2;2016;23:55:30;23:55:31;00:00:01;MP;C.thous;passing;1;5;omniv;mediano
754;6997;B06;P3;IS03;S0;S0;IS03_E449;12;5,5097;-61,1443;15;2;2016;05:13:32;05:13:42;00:00:10;MP;C.thous;passing;1;5;omniv;mediano
644;3452;B04;P2;IS01;b0;b01;IS01_E17;1;5,5622;-61,1852;23;1;2016;06:06:06;06:06:06;00:00:00;MP;D.leporina;passing;1;5;herb;mediano
645;3453;B04;P2;IS01;b0;b01;IS01_E18;1;5,5622;-61,1852;23;1;2016;07:29:54;07:29:54;00:00:00;MP;D.leporina;passing;1;5;herb;mediano
646;3454;B04;P2;IS01;b0;b01;IS01_E19;1;5,5622;-61,1852;26;1;2016;17:29:26;17:29:26;00:00:00;MP;D.leporina;passing;1;5;herb;mediano
647;3455;B04;P2;IS01;b0;b01;IS01_E20;1;5,5622;-61,1852;27;1;2016;17:16:16;17:16:16;00:00:00;MP;D.leporina;passing;1;5;herb;mediano
657;3499;B04;P2;IS22;Bf;Bf;IS22_E23;27;5,5561;-61,1851;8;1;2016;23:36:35;23:37:37;00:01:02;MP;D.novemcinctus;passing;1;3;insect;mediano
670;3395;B03;P2;IS20;s0;s01;IS20_E24;6;5,5527;-61,0579;16;1;2016;10:30:03;10:30:14;00:00:11;MP;M.gouazoubira;passing;1;2;herb;grande
671;3495;B04;P2;IS22;Bf;Bf;IS22_E19;27;5,5561;-61,1851;2;1;2016;07:21:38;07:22:41;00:01:03;MP;M.gouazoubira;passing;1;1;herb;grande
762;6440;B05;P3;LEE03;B0;B0;LEE03_E5;6;5,462;-61,198;5;2;2016;02:31:22;02:31:42;00:00:20;MP;D.kappleri;passing;1;1;insect;mediano
763;6397;B05;P3;LEE01;sF;sF2;LEE01_E5;9;5,5009;-61,0827;13;2;2016;23:52:17;23:52:28;00:00:11;MP;D.kappleri;passing;1;4;insect;mediano
676;3340;B03;P2;IS16;B0;B0;IS16_E12;3;5,5643;-61,0564;8;1;2016;09:44:15;09:44:17;00:00:02;MP;M.tridactyla;passing;1;3;insect;grande
677;3341;B03;P2;IS16;B0;B0;IS16_E13;3;5,5643;-61,0564;8;1;2016;09:50:16;09:50:18;00:00:02;MP;M.tridactyla;passing;1;3;insect;grande
678;3346;B03;P2;IS16;B0;B0;IS16_E18;9;5,5643;-61,0564;23;1;2016;12:28:03;12:28:17;00:00:14;MP;M.tridactyla;passing;1;1;insect;grande
680;3312;B03;P2;IS05;B0;B0;IS05_E9;3;5,5519;-61,0519;7;1;2016;07:30:39;07:30:39;00:00:00;MP;N.nasua;passing;1;5;omniv;mediano
681;3315;B03;P2;IS05;B0;B0;IS05_E12;15;5,5519;-61,0519;15;1;2016;14:01:12;14:03:06;00:01:54;MP;N.nasua;passing;7;5;omniv;mediano
682;3319;B03;P2;IS05;B0;B0;IS05_E16;3;5,5519;-61,0519;22;1;2016;12:55:23;12:55:23;00:00:00;MP;N.nasua;passing;2;5;omniv;mediano
691;3309;B03;P2;IS05;B0;B0;IS05_E6;12;5,5519;-61,0519;4;1;2016;00:57:15;00:57:32;00:00:17;MP;T.terrestris;passing;2;2;herb;grande
692;3317;B03;P2;IS05;B0;B0;IS05_E14;3;5,5519;-61,0519;19;1;2016;12:11:00;12:11:00;00:00:00;MP;T.terrestris;passing;2;5;herb;grande
693;3318;B03;P2;IS05;B0;B0;IS05_E15;24;5,5519;-61,0519;19;1;2016;12:24:53;12:26:01;00:01:08;MP;T.terrestris;passing;1;5;herb;grande
694;3400;B03;P2;IS20;s0;s01;IS20_E29;9;5,5527;-61,0579;24;1;2016;03:40:02;03:40:17;00:00:15;MP;T.terrestris;passing;1;5;herb;grande
730;3370;B03;P2;IS19;B0;B0;IS19_E22;6;5,5745;-61,0497;3;2;2016;23:54:38;23:54:44;00:00:06;MP;C.paca;passing;1;5;herb;mediano
734;3402;B03;P2;IS20;s0;s01;IS20_E31;3;5,5527;-61,0579;2;2;2016;23:28:52;23:28:53;00:00:01;MP;D.imperfecta;passing;1;4;omniv;pequeno
735;3434;B03;P2;LEE04;Bf;Bf;LEE04_E30;15;5,5292;-61,056;3;2;2016;13:03:04;13:04:59;00:01:55;MP;D.leporina;passing;1;5;herb;mediano
736;3401;B03;P2;IS20;s0;s01;IS20_E30;3;5,5527;-61,0579;1;2;2016;14:50:02;14:50:04;00:00:02;MP;D.leporina;passing;1;5;herb;mediano
737;3369;B03;P2;IS19;B0;B0;IS19_E21;9;5,5745;-61,0497;2;2;2016;15:22:03;15:22:17;00:00:14;MP;M.tridactyla;passing;1;5;insect;grande
738;3433;B03;P2;LEE04;Bf;Bf;LEE04_E29;6;5,5292;-61,056;2;2;2016;06:40:57;06:41:03;00:00:06;MP;N.nasua;passing;1;5;omniv;mediano
1218;3325;B03;P2;IS05;B0;B0;IS05_E22;6;5,5519;-61,0519;1;Feb;2016;11:29:03;11:29:09;00:00:06;BP;C.alector;passing;3;5;ave;ave
1245;3353;B03;P2;IS19;B0;B0;IS19_E5;3;5,5745;-61,0497;17;Dec;2015;16:29:53;16:29:54;00:00:01;BP;C.alector;passing;1;5;ave;ave
1246;3361;B03;P2;IS19;B0;B0;IS19_E13;6;5,5745;-61,0497;13;Jan;2016;10:44:27;10:45:12;00:00:45;BP;C.alector;passing;2;5;ave;ave
672;3521;B04;P2;IS23;b0;b01;IS23_E17;1;5,5695;-61,1765;9;1;2016;11:35:28;11:35:39;00:00:11;MP;M.gouazoubira;passing;1;4;herb;grande
673;3522;B04;P2;IS23;b0;b01;IS23_E18;2;5,5695;-61,1765;9;1;2016;11:50:54;11:51:26;00:00:30;MP;M.gouazoubira;passing;1;4;herb;grande
674;3471;B04;P2;IS21;s0;s01;IS21_E15;9;5,5469;-61,1774;18;1;2016;07:54:56;07:55:13;00:00:17;MP;M.gouazoubira;passing;1;4;herb;grande
679;3447;B04;P2;IS01;b0;b01;IS01_E12;2;5,5622;-61,1852;20;1;2016;10:53:48;10:54:09;00:00:21;MP;M.tridactyla;passing;1;5;insect;grande
687;3503;B04;P2;IS22;Bf;Bf;IS22_E27;18;5,5561;-61,1851;12;1;2016;23:54:07;23:54:43;00:00:36;MP;P.maximus;passing;1;5;insect;grande
688;3523;B04;P2;IS23;b0;b01;IS23_E19;1;5,5695;-61,1765;17;1;2016;09:29:26;09:29:37;00:00:11;MP;P.onca;passing;1;5;carniv;grande
689;3524;B04;P2;IS23;b0;b01;IS23_E20;2;5,5695;-61,1765;17;1;2016;11:18:48;11:21:28;00:00:11;MP;P.onca;passing;1;5;carniv;grande
1288;3462;B04;P2;IS21;s0;s01;IS21_E6;6;5,5469;-61,1774;20;Dec;2015;11:08:25;11:08:37;00:00:12;BP;L.rufaxilla;passing;1;4;ave;ave
1291;3513;B04;P2;IS23;b0;b01;IS23_E9;1;5,5695;-61,1765;21;Dec;2015;09:28:35;09:28:46;00:00:11;BP;L.rufaxilla;passing;1;4;ave;ave
792;7057;B06;P3;IS10;BF;BF3;IS10_E53;6;5,4922;-61,1546;11;2;2016;15:45:14;15:45:20;00:00:06;MP;D.leporina;passing;1;5;herb;mediano
793;7058;B06;P3;IS10;BF;BF3;IS10_E54;3;5,4922;-61,1546;23;2;2016;14:29:35;14:29:35;00:00:00;MP;D.leporina;passing;1;5;herb;mediano
794;7059;B06;P3;IS10;BF;BF3;IS10_E55;9;5,4922;-61,1546;24;2;2016;12:35:04;12:35:12;00:00:08;MP;D.leporina;passing;1;5;herb;mediano
795;7060;B06;P3;IS10;BF;BF3;IS10_E56;6;5,4922;-61,1546;26;2;2016;12:28:48;12:28:52;00:00:04;MP;D.leporina;passing;1;5;herb;mediano
796;7055;B06;P3;IS10;BF;BF3;IS10_E51;6;5,4922;-61,1546;8;2;2016;03:17:02;03:17:06;00:00:04;MP;D.novemcinctus;passing;1;5;insect;mediano
797;6548;B05;P3;LEE03;B0;B0;LEE03_E113;3;5,462;-61,198;22;2;2016;15:42:09;15:42:09;00:00:00;MP;E.barbara;passing;1;5;carniv;mediano
798;5891;B05;P3;IS07;bf;bf1;IS07_E1;3;5,4952;-61,074;5;2;2016;11:01:44;11:01:44;00:00:00;MP;E.barbara;passing;1;5;carniv;mediano
799;5892;B05;P3;IS07;bf;bf1;IS07_E2;3;5,4952;-61,074;5;2;2016;13:02:42;13:02:42;00:00:00;MP;E.barbara;passing;1;5;carniv;mediano
800;6399;B05;P3;LEE01;sF;sF2;LEE01_E7;21;5,5009;-61,0827;17;2;2016;09:33:05;09:34:11;00:01:06;MP;E.barbara;passing;1;5;carniv;mediano
801;6402;B05;P3;LEE01;sF;sF2;LEE01_E10;9;5,5009;-61,0827;19;2;2016;15:58:33;15:59:57;00:01:24;MP;E.barbara;passing;1;5;carniv;mediano
802;6401;B05;P3;LEE01;sF;sF2;LEE01_E9;3;5,5009;-61,0827;19;2;2016;15:54:25;15:54:26;00:00:01;MP;E.barbara;passing;1;5;carniv;mediano
1292;3515;B04;P2;IS23;b0;b01;IS23_E11;1;5,5695;-61,1765;2;Jan;2016;08:27:32;08:27:43;00:00:11;BP;L.rufaxilla;passing;1;4;ave;ave
804;6441;B05;P3;LEE03;B0;B0;LEE03_E6;3;5,462;-61,198;14;2;2016;22:32:18;22:32:19;00:00:01;MP;L.pardalis;passing;1;5;carniv;grande
1293;3516;B04;P2;IS23;b0;b01;IS23_E12;1;5,5695;-61,1765;2;Jan;2016;15:39:54;15:40:05;00:00:11;BP;L.rufaxilla;passing;1;4;ave;ave
1247;3362;B03;P2;IS19;B0;B0;IS19_E14;12;5,5745;-61,0497;14;Jan;2016;06:22:23;06:23:31;00:01:08;BP;C.alector;passing;1;5;ave;ave
1294;3517;B04;P2;IS23;b0;b01;IS23_E13;4;5,5695;-61,1765;3;Jan;2016;07:27:54;07:29:34;00:00:40;BP;L.rufaxilla;passing;1;4;ave;ave
1248;3363;B03;P2;IS19;B0;B0;IS19_E15;9;5,5745;-61,0497;15;Jan;2016;17:29:26;17:30:02;00:00:36;BP;C.alector;passing;1;5;ave;ave
1295;3518;B04;P2;IS23;b0;b01;IS23_E14;1;5,5695;-61,1765;3;Jan;2016;16:11:51;16:12:02;00:00:11;BP;L.rufaxilla;passing;1;4;ave;ave
1296;3519;B04;P2;IS23;b0;b01;IS23_E15;1;5,5695;-61,1765;4;Jan;2016;06:09:14;06:09:25;00:00:11;BP;L.rufaxilla;passing;1;4;ave;ave
811;5893;B05;P3;IS07;bf;bf1;IS07_E3;9;5,4952;-61,074;15;2;2016;12:18:06;12:18:18;00:00:12;MP;M.gouazoubira;passing;1;5;herb;grande
812;6442;B05;P3;LEE03;B0;B0;LEE03_E7;9;5,462;-61,198;15;2;2016;11:38:56;11:39:14;00:00:18;MP;M.gouazoubira;passing;1;4;herb;grande
1249;3364;B03;P2;IS19;B0;B0;IS19_E16;3;5,5745;-61,0497;18;Jan;2016;13:38:36;13:38:37;00:00:01;BP;L.rufaxilla;passing;1;4;ave;ave
814;6890;B06;P3;IS03;S0;S0;IS03_E342;24;5,5097;-61,1443;13;2;2016;05:05:05;05:05:37;00:00:32;MP;M.tridactyla;passing;1;5;insect;grande
815;7859;B06;P3;LEE05;SF;SF;LEE05_E5;6;5,498;-61,1461;13;2;2016;02:17:45;02:17:52;00:00:07;MP;M.tridactyla;scratching;1;5;insect;grande
1250;3366;B03;P2;IS19;B0;B0;IS19_E18;9;5,5745;-61,0497;28;Jan;2016;06:28:20;06:28:36;00:00:16;BP;L.rufaxilla;passing;1;4;ave;ave
1355;3498;B04;P2;IS22;Bf;Bf;IS22_E22;18;5,5561;-61,1851;8;Jan;2016;19:57:27;19:57:50;00:00:23;BP;P.jacquacu;passing;1;4;ave;ave
818;4732;B02;P3;LEE02;s0;s01;LEE02_E62;12;5,5653;-61,1035;26;2;2016;18:50:04;18:50:22;00:00:18;MP;P.concolor;passing;1;5;carniv;grande
1251;3367;B03;P2;IS19;B0;B0;IS19_E19;3;5,5745;-61,0497;28;Jan;2016;16:34:32;16:34:33;00:00:01;BP;L.rufaxilla;passing;1;4;ave;ave
1261;3388;B03;P2;IS20;s0;s01;IS20_E17;15;5,5527;-61,0579;24;Dec;2015;13:16:57;13:17:21;00:00:24;BP;C.alector;passing;1;5;ave;ave
1262;3399;B03;P2;IS20;s0;s01;IS20_E28;3;5,5527;-61,0579;21;Jan;2016;15:50:28;15:50:29;00:00:01;BP;C.alector;passing;1;5;ave;ave
1354;3420;B03;P2;LEE04;Bf;Bf;LEE04_E16;9;5,5292;-61,0560;4;Jan;2016;12:32:49;12:33:50;00:01:01;BP;P.jacquacu;passing;;1;ave;ave
708;284;B03;P3;RAS;B0;B0;HUE;0;5,5698;-61,0546;5;2;2016;00:00:00;00:00:00;0;MP;C.paca;HUE;1;4;herb;mediano
711;283;B03;P3;RAS;s0;s01;EXC;0;5,5541;-61,0625;4;2;2016;00:00:00;00:00:00;0;MP;C.thous;EXC;1;4;omniv;mediano
825;6547;B05;P3;LEE03;B0;B0;LEE03_E112;9;5,462;-61,198;22;2;2016;02:37:24;02:37:35;00:00:11;MP;P.onca;passing;1;5;carniv;grande
712;173;B03;P3;RAS;B0;B0;MAD;0;5,5534;-61,0446;4;2;2016;00:00:00;00:00:00;0;MP;D.kappleri;MAD;1;4;insect;mediano
715;178;B03;P3;RAS;Bf;Bf;OBS;0;5,5274;-61,0559;4;2;2016;00:00:00;00:00:00;0;MP;D.leporina;OBS;1;4;herb;mediano
829;6439;B05;P3;LEE03;B0;B0;LEE03_E4;39;5,462;-61,198;2;2;2016;05:16:13;05:17:22;00:01:09;MP;T.terrestris;passing;1;5;herb;grande
540;101;B04;P3;RAS;s0;s01;MAD;0;5,5481;-61,1778;31;1;2016;00:00:00;00:00:00;0;MP;D.kappleri;MAD;1;4;insect;mediano
831;4;B02;P3;RAS;s0;s01;HUE;0;5,5802;-61,1069;31;3;2016;00:00:00;00:00:00;0;MP;H.hydrochaeris;HUE;1;4;herb;grande
832;35;B06;P3;RAS;sF;sF2;HUE;0;5,4976;-61,1469;30;3;2016;00:00:00;00:00:00;0;MP;M.americana;HUE;1;4;herb;grande
833;46;B02;P3;RAS;s0;s01;HUE;0;5,5928;-61,1018;31;3;2016;00:00:00;00:00:00;0;MP;M.gouazoubira;HUE;1;4;herb;grande
719;132;B03;P3;RAS;b0;b0;HUE;0;5,5534;-61,0598;4;2;2016;00:00:00;00:00:00;0;MP;M.gouazoubira;HUE;1;4;herb;grande
720;371;B03;P3;RAS;B0;B0;HUE;0;5,5698;-61,0546;5;2;2016;00:00:00;00:00:00;0;MP;M.gouazoubira;HUE;1;4;herb;grande
701;5887;B04;P3;LEE07;s0;s01;LEE07_E2;3;5,5601;-61,1799;28;1;2016;01:43:53;01:43:53;00:00:00;MP;C.paca;passing;1;5;herb;mediano
837;5897;B05;P3;IS07;bf;bf1;IS07_E7;3;5,4952;-61,074;15;3;2016;04:18:59;04:18:59;00:00:00;MP;C.paca;passing;1;5;herb;mediano
838;5898;B05;P3;IS07;bf;bf1;IS07_E8;6;5,4952;-61,074;15;3;2016;04:22:11;04:22:21;00:00:10;MP;C.paca;passing;1;5;herb;mediano
839;5900;B05;P3;IS07;bf;bf1;IS07_E10;3;5,4952;-61,074;30;3;2016;20:34:56;20:34:56;00:00:00;MP;C.paca;passing;1;5;herb;mediano
840;6408;B05;P3;LEE01;sF;sF2;LEE01_E16;3;5,5009;-61,0827;5;3;2016;00:49:48;00:49:50;00:00:02;MP;C.paca;passing;1;5;herb;mediano
841;6409;B05;P3;LEE01;sF;sF2;LEE01_E17;3;5,5009;-61,0827;5;3;2016;01:46:29;01:46:30;00:00:01;MP;C.paca;passing;1;5;herb;mediano
842;6411;B05;P3;LEE01;sF;sF2;LEE01_E19;9;5,5009;-61,0827;7;3;2016;19:17:40;19:18:05;00:00:25;MP;C.paca;passing;1;5;herb;mediano
843;6412;B05;P3;LEE01;sF;sF2;LEE01_E20;3;5,5009;-61,0827;8;3;2016;19:06:49;19:06:50;00:00:01;MP;C.paca;passing;1;5;herb;mediano
844;6414;B05;P3;LEE01;sF;sF2;LEE01_E22;12;5,5009;-61,0827;10;3;2016;02:24:15;02:24:32;00:00:17;MP;C.paca;passing;1;5;herb;mediano
845;6415;B05;P3;LEE01;sF;sF2;LEE01_E23;9;5,5009;-61,0827;10;3;2016;02:30:10;02:30:21;00:00:11;MP;C.paca;passing;1;5;herb;mediano
846;6418;B05;P3;LEE01;sF;sF2;LEE01_E26;3;5,5009;-61,0827;12;3;2016;19:50:44;19:50:46;00:00:02;MP;C.paca;passing;1;5;herb;mediano
847;6419;B05;P3;LEE01;sF;sF2;LEE01_E27;6;5,5009;-61,0827;12;3;2016;19:53:07;19:53:15;00:00:08;MP;C.paca;passing;1;5;herb;mediano
848;6420;B05;P3;LEE01;sF;sF2;LEE01_E28;6;5,5009;-61,0827;12;3;2016;19:56:38;19:56:44;00:00:06;MP;C.paca;passing;1;5;herb;mediano
849;6421;B05;P3;LEE01;sF;sF2;LEE01_E29;3;5,5009;-61,0827;13;3;2016;03:40:12;03:40:14;00:00:02;MP;C.paca;passing;1;5;herb;mediano
850;6424;B05;P3;LEE01;sF;sF2;LEE01_E32;24;5,5009;-61,0827;14;3;2016;23:04:02;23:04:46;00:00:44;MP;C.paca;passing;1;5;herb;mediano
851;6425;B05;P3;LEE01;sF;sF2;LEE01_E33;12;5,5009;-61,0827;15;3;2016;23:55:05;23:55:24;00:00:19;MP;C.paca;passing;1;5;herb;mediano
852;6429;B05;P3;LEE01;sF;sF2;LEE01_E37;3;5,5009;-61,0827;20;3;2016;02:54:29;02:54:30;00:00:01;MP;C.paca;passing;1;5;herb;mediano
853;6431;B05;P3;LEE01;sF;sF2;LEE01_E39;9;5,5009;-61,0827;28;3;2016;21:44:26;21:45:01;00:00:35;MP;C.paca;passing;1;5;herb;mediano
854;7867;B06;P3;LEE05;SF;SF;LEE05_E13;6;5,498;-61,1461;4;3;2016;19:00:24;19:00:33;00:00:09;MP;C.paca;passing;1;5;herb;mediano
855;7868;B06;P3;LEE05;SF;SF;LEE05_E14;9;5,498;-61,1461;5;3;2016;02:56:38;02:56:48;00:00:10;MP;C.paca;passing;1;5;herb;mediano
856;7869;B06;P3;LEE05;SF;SF;LEE05_E15;6;5,498;-61,1461;6;3;2016;01:43:31;01:43:36;00:00:05;MP;C.paca;passing;1;5;herb;mediano
857;7870;B06;P3;LEE05;SF;SF;LEE05_E16;12;5,498;-61,1461;6;3;2016;18:18:22;18:18:58;00:00:36;MP;C.paca;passing;2;5;herb;mediano
858;7871;B06;P3;LEE05;SF;SF;LEE05_E17;9;5,498;-61,1461;8;3;2016;00:46:23;00:46:37;00:00:14;MP;C.paca;passing;1;5;herb;mediano
859;7872;B06;P3;LEE05;SF;SF;LEE05_E18;9;5,498;-61,1461;9;3;2016;22:03:26;22:03:37;00:00:11;MP;C.paca;passing;1;5;herb;mediano
860;7873;B06;P3;LEE05;SF;SF;LEE05_E19;9;5,498;-61,1461;10;3;2016;22:05:25;22:05:36;00:00:11;MP;C.paca;passing;1;5;herb;mediano
861;7874;B06;P3;LEE05;SF;SF;LEE05_E20;3;5,498;-61,1461;10;3;2016;22:15:48;22:15:48;00:00:00;MP;C.paca;passing;1;5;herb;mediano
862;7875;B06;P3;LEE05;SF;SF;LEE05_E21;6;5,498;-61,1461;12;3;2016;00:02:54;00:02:59;00:00:05;MP;C.paca;passing;1;5;herb;mediano
863;7876;B06;P3;LEE05;SF;SF;LEE05_E22;12;5,498;-61,1461;13;3;2016;03:08:35;03:09:14;00:00:39;MP;C.paca;passing;1;5;herb;mediano
864;7877;B06;P3;LEE05;SF;SF;LEE05_E23;15;5,498;-61,1461;13;3;2016;04:15:22;04:16:46;00:01:24;MP;C.paca;passing;1;5;herb;mediano
865;7878;B06;P3;LEE05;SF;SF;LEE05_E24;6;5,498;-61,1461;17;3;2016;02:10:20;02:10:25;00:00:05;MP;C.paca;passing;1;5;herb;mediano
866;4441;B01;P3;IS15;S0;S0;IS15_E1;3;5,4862;-61,241;14;3;2016;20:00:18;20:00:19;00:00:01;MP;C.thous;passing;1;5;omniv;mediano
867;7061;B06;P3;IS10;BF;BF3;IS10_E57;6;5,4922;-61,1546;2;3;2016;22:21:54;22:21:58;00:00:04;MP;D.kappleri;passing;1;5;insect;mediano
725;170;B03;P3;RAS;Bf;Bf;HUE;0;5,5288;-61,0557;4;2;2016;00:00:00;00:00:00;0;MP;T.terrestris;HUE;1;4;herb;grande
726;370;B03;P3;RAS;s0;s01;HUE;0;5,5536;-61,0598;4;2;2016;00:00:00;00:00:00;0;MP;T.terrestris;HUE;1;4;herb;grande
727;179;B03;P3;RAS;s0;s01;HUE;0;5,5628;-61,0589;5;2;2016;00:00:00;00:00:00;0;MP;T.terrestris;HUE;1;4;herb;grande
740;4916;B03;P3;LEE04;B0;B0;LEE04_E5;3;5,573;-61,043;14;2;2016;02:23:21;02:23:22;00:00:01;MP;C.paca;passing;1;5;herb;mediano
760;4913;B03;P3;LEE04;B0;B0;LEE04_E2;3;5,573;-61,043;6;2;2016;00:19:47;00:19:47;00:00:00;MP;D.kappleri;passing;1;3;insect;mediano
764;4821;B03;P3;IS05;B0;B0;IS05_E2;27;5,5519;-61,0519;5;2;2016;17:08:00;17:10:15;00:02:15;MP;D.leporina;passing;1;5;herb;mediano
765;4861;B03;P3;IS20;B0;B0;IS20_E2;6;5,55;-61,042;5;2;2016;13:43:36;13:43:43;00:00:07;MP;D.leporina;passing;1;5;herb;mediano
766;4822;B03;P3;IS05;B0;B0;IS05_E3;6;5,5519;-61,0519;7;2;2016;08:56:45;08:56:49;00:00:04;MP;D.leporina;passing;1;5;herb;mediano
767;4870;B03;P3;IS20;B0;B0;IS20_E11;33;5,55;-61,042;16;2;2016;14:34:51;14:37:21;00:02:30;MP;D.leporina;eating;1;5;herb;mediano
768;4871;B03;P3;IS20;B0;B0;IS20_E12;75;5,55;-61,042;19;2;2016;15:22:04;15:25:27;00:03:23;MP;D.leporina;eating;1;5;herb;mediano
769;4873;B03;P3;IS20;B0;B0;IS20_E14;6;5,55;-61,042;22;2;2016;09:37:22;09:37:28;00:00:06;MP;D.leporina;eating;1;5;herb;mediano
770;4875;B03;P3;IS20;B0;B0;IS20_E16;6;5,55;-61,042;23;2;2016;10:43:11;10:43:17;00:00:06;MP;D.leporina;eating;1;4;herb;mediano
771;4876;B03;P3;IS20;B0;B0;IS20_E17;3;5,55;-61,042;24;2;2016;12:28:30;12:28:31;00:00:01;MP;D.leporina;eating;1;4;herb;mediano
772;4921;B03;P3;LEE04;B0;B0;LEE04_E10;6;5,573;-61,043;24;2;2016;13:46:23;13:46:29;00:00:06;MP;D.leporina;passing;1;5;herb;mediano
773;4877;B03;P3;IS20;B0;B0;IS20_E18;6;5,55;-61,042;25;2;2016;13:21:51;13:21:58;00:00:07;MP;D.leporina;eating;1;4;herb;mediano
774;4880;B03;P3;IS20;B0;B0;IS20_E21;3;5,55;-61,042;26;2;2016;14:02:43;14:02:44;00:00:01;MP;D.leporina;eating;1;4;herb;mediano
775;4825;B03;P3;IS05;B0;B0;IS05_E6;9;5,5519;-61,0519;27;2;2016;09:31:30;09:31:38;00:00:08;MP;D.leporina;passing;1;5;herb;mediano
705;5886;B04;P3;LEE07;s0;s01;LEE07_E1;3;5,5601;-61,1799;14;1;2016;02:34:33;02:34:33;00:00:00;MP;L.pardalis;passing;1;5;carniv;grande
741;5859;B04;P3;IS23;B0;B0;IS23_E11;1;5,562;-61,198;12;2;2016;01:05:53;01:06:04;00:00:11;MP;C.paca;passing;1;5;herb;mediano
755;4964;B04;P3;IS21;sF;sF2;IS21_E70;3;5,5868;-61,1853;2;2;2016;02:44:54;02:44:56;00:00:02;MP;C.thous;passing;1;5;omniv;mediano
756;5026;B04;P3;IS21;sF;sF2;IS21_E132;6;5,5868;-61,1853;5;2;2016;06:13:40;06:13:49;00:00:09;MP;C.thous;passing;1;5;omniv;mediano
757;5027;B04;P3;IS21;sF;sF2;IS21_E133;18;5,5868;-61,1853;5;2;2016;06:16:01;06:16:42;00:00:41;MP;C.thous;passing;1;5;omniv;mediano
758;5376;B04;P3;IS21;sF;sF2;IS21_E482;3;5,5868;-61,1853;27;2;2016;21:55:38;21:55:40;00:00:02;MP;C.thous;passing;1;5;omniv;mediano
891;5896;B05;P3;IS07;bf;bf1;IS07_E6;3;5,4952;-61,074;4;3;2016;13:03:04;13:03:04;00:00:00;MP;D.leporina;passing;1;4;herb;mediano
892;7063;B06;P3;IS10;BF;BF3;IS10_E59;3;5,4922;-61,1546;9;3;2016;10:25:54;10:25:54;00:00:00;MP;D.leporina;passing;1;5;herb;mediano
893;7064;B06;P3;IS10;BF;BF3;IS10_E60;12;5,4922;-61,1546;14;3;2016;16:43:39;16:44:43;00:01:04;MP;D.leporina;passing;1;5;herb;mediano
894;7065;B06;P3;IS10;BF;BF3;IS10_E61;6;5,4922;-61,1546;18;3;2016;16:39:00;16:39:05;00:00:05;MP;D.leporina;defecating;1;5;herb;mediano
